Symbol,Name,Sector,Proportion of women in board,Proportion of women in upper management,Proportion of women in medium management,Proportion of women in lower management,Score
HAL,Halliburton Co.,Energy,0.44485549296761495,0.2860387739604708,0.32799984333214577,0.2689748072218321,0.889774998572567
HBI,Hanesbrands Inc,Consumer Discretionary,0.2805856446614769,0.3134616552742192,0.10848496736348806,0.8013839645914116,0.7946664764125978
HIG,Hartford Financial Svc.Gp.,Financials,0.02934042067897345,0.1641656636298204,1.14175543625972,0.6699509092932266,0.9161193761376757
HAS,Hasbro Inc.,Consumer Discretionary,0.6452388100801327,0.4440484913027192,0.5465778979622671,0.5445362215704214,1.3927225694442962
HCA,HCA Healthcare,Health Care,0.4773465009961783,0.17743394213899322,1.4958914350868362,0.1339958691048747,1.389694738768354
PEAK,Healthpeak Properties,Real Estate,0.34864387610402753,0.5077681227150526,0.4540854323058581,0.3734748809201029,1.0431667424335243
HSIC,Henry Schein,Health Care,0.17125211970822785,0.43846138801117707,0.8595574403662557,1.017367412983632,1.2131640353942692
HES,Hess Corporation,Energy,0.3494706682986272,0.4919498691297477,0.23033561880112624,0.2877696228099209,0.8953342729329901
HPE,Hewlett Packard Enterprise,Information Technology,0.5881881708343941,0.08797960468578175,1.2505767242478816,1.0716454584777466,1.5965558937817061
HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,0.4220552476849583,0.6799046380620536,0.7279108326094456,0.6790453139182634,1.4656575048085976
HFC,HollyFrontier Corp,Energy,0.2756613153933312,0.3842266034943712,0.3231407953295019,0.2578239380225004,0.783537516910892
HOLX,Hologic,Health Care,0.582306100796624,0.5177848328234457,0.6680561339264367,0.9741115077327066,1.5710170030560664
HD,Home Depot,Consumer Discretionary,0.5957340419860019,0.9402040499128096,0.4941958049131426,0.3973384188099616,1.6201763050245286
HON,Honeywell Int'l Inc.,Industrials,0.1174513898548658,0.3775431877395157,0.583798319681305,1.0813983584606055,0.9980502886513609
HRL,Hormel Foods Corp.,Consumer Staples,0.3162005813997313,0.4102535206590642,0.4195921872269369,0.4626064637438945,0.951956078597713
HST,Host Hotels & Resorts,Real Estate,0.4840463832671888,0.5042345199373826,0.33992076451661685,0.33465512425749266,1.1073674667589126
HWM,Howmet Aerospace,Industrials,0.6513323321187545,0.9925430035233296,0.12314428259092468,0.7406073700882607,1.6298667869070258
HPQ,HP Inc.,Information Technology,0.3288404677677588,0.226160702337258,0.20804347131430345,1.5391717697593572,1.0529262259887981
HUM,Humana Inc.,Health Care,0.08754314605582902,1.0212584835981338,0.9121411644750682,1.3498622191366534,1.6634533325530527
HBAN,Huntington Bancshares,Financials,0.4454290275173456,0.5224225502392462,0.6848881708261776,1.0804612454136666,1.4777072717220066
HII,Huntington Ingalls Industries,Industrials,0.5453835522243378,1.1540075438837654,0.5211766080571929,0.8970981318933829,1.8829065765395847
IEX,IDEX Corporation,Industrials,1.0207896193839352,0.1362642305772842,0.5300661871485128,0.09577410511166637,1.4099399058957904
IDXX,IDEXX Laboratories,Health Care,1.692921234621234,0.28002057596799623,0.3418878347948348,1.3817578086049431,2.4744068977777314
INFO,IHS Markit Ltd.,Industrials,0.1732465706396621,1.000254956417325,0.2835002195630934,1.051978936603235,1.3307688308943069
ITW,Illinois Tool Works,Industrials,0.6803445910781575,0.8462199673541935,0.9993156610630862,1.4242781097885475,2.1996398316942
ILMN,Illumina Inc,Health Care,1.6581055235444009,1.2672485983066817,0.39805844309107496,0.17069555259877256,2.795417429684247
INCY,Incyte,Health Care,1.0020603695038215,0.29247814179145976,1.4382645850173377,0.9470101181203664,2.210030396702622
IR,Ingersoll Rand,Industrials,0.3749269796249724,1.671249743165084,0.3654350833965708,0.4202721597246553,1.8536009894562129
INTC,Intel Corp.,Information Technology,0.8374281817965419,0.4077741526518456,0.5778523212706215,1.1266502287937228,1.7497913179262614
ICE,Intercontinental Exchange,Financials,0.14177240897812576,0.1766476196891375,0.07735258070665373,0.4897655361148657,0.45103169394830855
IBM,International Business Machines,Information Technology,0.03397445269186272,0.6023557923112404,0.21930007938980872,0.6292097502732951,0.7540364720866238
IFF,International Flavors & Fragrances,Materials,0.5246886338451644,0.3783648637467536,1.3800790845018232,0.3749660216150199,1.5920733872033095
IP,International Paper,Materials,1.3658895324282,0.16673785109078976,0.8276598286181438,0.4323741358812133,2.026148183265189
IPG,Interpublic Group,Communication Services,0.4243246271818397,0.2830907042741984,0.6682227538570633,0.27962834333412634,1.0404880001025483
INTU,Intuit Inc.,Information Technology,0.06764252878548703,1.3800482432919696,1.1069293320760691,0.5986586782779023,1.7667385686112707
ISRG,Intuitive Surgical Inc.,Health Care,0.3854517393764686,0.2445850817352152,0.9373344812753848,1.2573283142973306,1.402527031518011
IVZ,Invesco Ltd.,Financials,0.11710104710383855,0.5411770885498136,0.3775133737720894,0.3166829475897317,0.7796865802516724
IPGP,IPG Photonics Corp.,Information Technology,1.2729519536404823,0.1340711534553945,0.4807495930058092,0.1553222021762756,1.6537732182150457
IQV,IQVIA Holdings Inc.,Health Care,1.4391289818468995,1.2809018006956463,1.2608071206831926,0.1148596602510572,3.0006217007507647
IRM,Iron Mountain Incorporated,Real Estate,0.2883016637928537,0.4382007811534517,0.3231891256800285,0.430912148765436,0.8859104180699149
JBHT,J. B. Hunt Transport Services,Industrials,0.5790044962428363,0.5957718661391094,0.3309039828859969,0.6874082582098601,1.3677192714461692
JKHY,Jack Henry & Associates,Information Technology,0.4323355075340941,0.010144404518866043,1.427068096515718,0.16977080252366689,1.2039018797122594
J,Jacobs Engineering Group,Industrials,0.09280661692657223,0.7915109522309804,0.5539092654988891,0.4739169509414948,1.0659940015201514
SJM,JM Smucker,Consumer Staples,0.5333112464835644,0.2875743975136775,0.3343366785332029,0.3711143988836761,1.013115983674843
JNJ,Johnson & Johnson,Health Care,0.055406398306991685,0.18475070039347014,1.4188187890913089,0.510627116685906,1.047329418133847
JCI,Johnson Controls International,Industrials,0.3282661486385334,0.5328274867796203,0.0015626826776630742,0.8680078798834983,0.9624290946881486
JPM,JPMorgan Chase & Co.,Financials,0.40848781226099706,0.0999383122373532,0.2513014030173182,0.3874996383456584,0.720345223839501
JNPR,Juniper Networks,Information Technology,0.5231377564583174,0.3609527898955961,0.9293976393532124,1.6521470559162548,1.7361476458367173
KSU,Kansas City Southern,Industrials,0.5115210261087356,1.01791244377516,0.5980883970307911,0.9598460554503531,1.811057751901849
K,Kellogg Co.,Consumer Staples,0.31438839751504594,0.37046051086143067,0.29092261145488,0.5439350036197137,0.8823525619314014
KEY,KeyCorp,Financials,1.1851931299779217,0.6713667162672954,0.614838833596753,0.2374402197525668,2.0338013140891746
KEYS,Keysight Technologies,Information Technology,0.15900630436510865,0.14781972914295824,0.21157562422003406,0.6994565531836102,0.5781048928302794
KMB,Kimberly-Clark,Consumer Staples,0.1982077676345751,0.417143759653588,0.2733226849903073,0.4272417618028841,0.7550422704281057
KIM,Kimco Realty,Real Estate,0.4168817944843621,0.3885896555029665,0.5477577445492147,0.4456484942733186,1.0964679738930414
KMI,Kinder Morgan,Energy,0.2595737084644504,0.4316070249508071,0.4418983266735976,0.1142363067055246,0.8169186812784716
KLAC,KLA Corporation,Information Technology,0.7093834196914913,0.11522376693209525,0.6718282925813502,0.2931472756391714,1.2138983855263847
KSS,Kohl's Corp.,Consumer Discretionary,0.45490553417822494,0.7826702961432914,0.6428596610273571,0.4745005686426639,1.4665547425850065
KHC,Kraft Heinz Co,Consumer Staples,0.5112466783422858,0.4689404105171299,0.323856264398227,0.3853628003776117,1.1170419380166738
KR,Kroger Co.,Consumer Staples,0.2834654063603645,0.41140521310170414,0.4528649208727009,0.2395487895154038,0.869746152822529
LB,L Brands Inc.,Consumer Discretionary,0.4475308181779899,0.4928541560706818,0.6271796882782444,0.3428652060361897,1.2089781333774463
LHX,L3Harris Technologies,Industrials,0.6916533504086813,0.29931926842131906,0.15374618762551318,0.8485453447712119,1.2326135355477248
LH,Laboratory Corp. of America Holding,Health Care,0.966863468345346,0.4161469741700623,0.4480678568068851,0.2623086601531771,1.5608928767137853
LRCX,Lam Research,Information Technology,0.2488941936985595,1.2990092488819889,1.133366857694544,0.608201093789605,1.9073444249001053
LW,Lamb Weston Holdings Inc,Consumer Staples,0.34239891517000337,0.2759369753663057,0.4172626009494464,0.3035332668734444,0.8352460784631739
LVS,Las Vegas Sands,Consumer Discretionary,0.5836695054604177,0.5680095811137608,0.8270992093589589,0.5566306471814405,1.561815011073962
LEG,Leggett & Platt,Consumer Discretionary,0.6061913344962432,0.14381243182685954,0.4781955949965501,0.6457432142835638,1.139680798558389
LDOS,Leidos Holdings,Information Technology,0.14818748570751406,1.0834334575305822,0.017569805687184678,0.2796241102545337,0.999263041898874
LEN,Lennar Corp.,Consumer Discretionary,0.5247318541004188,0.4154585006319138,0.3540226701620213,0.4343011849075824,1.1228544950960437
LLY,Lilly (Eli) & Co.,Health Care,0.6868007768874781,0.022155613829587084,1.0374410475132898,0.687564979285079,1.4272997241103575
LNC,Lincoln National,Financials,0.7000619603128296,0.062376701977445416,0.3378101769508565,0.16583252246990707,0.9623804969134419
LIN,Linde plc,Materials,1.2005490621794002,0.05824126459614565,0.3046023310951297,0.535647236709055,1.5543132839569835
LYV,Live Nation Entertainment,Communication Services,0.26907178049605673,0.5185776326962751,0.3904720171652397,0.3296989403900066,0.9262218140830712
LKQ,LKQ Corporation,Consumer Discretionary,0.4504755639375306,0.5803526809250672,0.41673341157400573,0.2710692314538621,1.146409915808239
LMT,Lockheed Martin Corp.,Industrials,1.3063302033282496,0.7244554478233208,0.002726806954961192,1.0550975342045843,2.13134168054343
L,Loews Corp.,Financials,0.3524920483745033,0.6960669114861798,0.17934416990102695,0.13674636203862112,0.970434879976929
LOW,Lowe's Cos.,Consumer Discretionary,0.7272994200981264,0.7947811169395963,0.7182250561117888,0.7640691710877306,1.8719794813380572
LYB,LyondellBasell,Materials,0.016970676380033772,0.5151555367554819,1.2217998933149332,1.8218978589854689,1.5350488564619784
MTB,M&T Bank Corp.,Financials,0.921892538527484,0.17231203694962707,0.490792845937606,0.15406176746773215,1.3341259176013458
MRO,Marathon Oil Corp.,Energy,0.21548932115539135,0.3092460691363741,0.306373471151348,0.3798385509696005,0.6990998704174073
MPC,Marathon Petroleum,Energy,0.2441816887875332,0.20567408595459294,0.3113698352111726,0.019435760952471848,0.5496691948470762
MKTX,MarketAxess,Financials,0.4371523768174957,0.005212052049658314,0.18546258968342766,0.13958603366342334,0.5754079181929973
MAR,Marriott Int'l.,Consumer Discretionary,0.43411319349770217,0.4263058424536661,0.5543938474810101,0.8534633720766549,1.26576321857877
MMC,Marsh & McLennan,Financials,0.443610748306,0.6289570675259933,1.4629257581905566,0.6676468334519552,1.81563762470506
MLM,Martin Marietta Materials,Materials,0.9883834836170104,1.1910375245482523,0.09810777886906533,1.4158496055047167,2.2959185218867346
MAS,Masco Corp.,Industrials,1.1931179343237543,0.6900551904246195,0.051064535508138435,0.26836580989514963,1.782198578343602
MA,Mastercard Inc.,Information Technology,1.4274850926111209,0.6116228879692529,0.7917101379585486,0.6460225137390954,2.445282937290601
MXIM,Maxim Integrated Products Inc,Information Technology,0.9191416066719488,1.2345297368876609,0.5275939248928206,0.6636675490830212,2.246209649664628
MKC,McCormick & Co.,Consumer Staples,0.3646515437970698,0.5500553613086389,0.3723502994703569,0.4758583588708313,1.0786229541095447
MCD,McDonald's Corp.,Consumer Discretionary,0.4419727644552017,0.5491549127214264,0.8107725283633342,0.5772770688264213,1.4049505881897937
MCK,McKesson Corp.,Health Care,0.11135516502061947,0.17870616036263332,1.4822662362702896,0.6123354171940326,1.1612832205678174
MDT,Medtronic plc,Health Care,1.0128951677964129,0.3490553487387624,0.03878268894969561,1.363267913658568,1.6856056304859646
MRK,Merck & Co.,Health Care,0.4603031518591877,0.3186400602832383,0.29599423277953485,1.7826011870040133,1.366128666548426
MET,MetLife Inc.,Financials,0.11680269416728843,0.15984426657238507,0.292990857947142,0.013094595656906752,0.379117488438601
MTD,Mettler Toledo,Health Care,0.8856317519630603,0.329956023413966,0.29661580033707896,1.029962780687597,1.5738977027276553
MGM,MGM Resorts International,Consumer Discretionary,0.6354004559727345,0.7363276400319554,0.7730200748828553,0.4444289153663529,1.6706685160464367
MCHP,Microchip Technology,Information Technology,0.7510818462062571,0.12910066496336794,0.4157011968341993,0.4089719139272897,1.1719944842759011
MU,Micron Technology,Information Technology,0.5824491048555918,0.3779060465943481,0.63174076556463,0.2725839994660585,1.244628920093768
MSFT,Microsoft Corp.,Information Technology,0.6140857447825997,0.6541572591345932,0.1393661619498521,0.5923619448249571,1.3193874905992282
MAA,Mid-America Apartments,Real Estate,0.4161719082242967,0.5000991398355819,0.2345156863885698,0.3488352966782251,0.9881497383069564
MHK,Mohawk Industries,Consumer Discretionary,0.21678014907117327,0.6021367895735521,0.30673983321643705,0.3868317465325924,0.907695342340656
TAP,Molson Coors Beverage Company,Consumer Staples,0.3897468919103865,0.6670716093703752,0.3595965541144948,0.3716313814975852,1.1479847099761722
MDLZ,Mondelez International,Consumer Staples,0.1997600161213154,0.3816136244677181,0.31872868496465057,0.35788788986415315,0.7336202626902892
MNST,Monster Beverage,Consumer Staples,0.4532307320971791,0.2917178821002053,0.4652528552595761,0.37731479614479374,1.0032541160405488
MCO,Moody's Corp,Financials,0.4113726661477294,0.7182053691411009,1.292122864372169,0.5474148248208641,1.7244023041788437
MS,Morgan Stanley,Financials,0.3329930426920099,0.18440693704590755,0.27077432051336026,0.7753835224307077,0.8300801156100376
MSI,Motorola Solutions Inc.,Information Technology,0.17344070496767813,0.5364491111845138,0.12174588684715212,0.4093407537944575,0.7326302523587511
MSCI,MSCI Inc,Financials,0.6625561326676807,0.7727532855976765,0.4291799239340114,0.031682467604921744,1.4275781348345364
MYL,Mylan N.V.,Health Care,0.608403282686218,1.4462313586366515,0.908986464252664,0.1641861361247226,2.1245143066956227
NDAQ,Nasdaq Inc.,Financials,0.2286058285728617,0.4114132041565971,0.4999655614004862,0.3950451724306825,0.8850914039119274
NOV,National Oilwell Varco Inc.,Energy,0.23518340963899875,0.31259600609746524,0.2993812253031231,0.43775332286211177,0.7350172234174195
NTAP,NetApp,Information Technology,1.2731780883519337,0.4400889600787939,0.9589365183200452,0.1725891843202269,2.11248537486318
NFLX,Netflix Inc.,Communication Services,0.4902533759463129,0.20470657601134687,0.4788703107676662,0.42145522976483774,0.9994197034675402
NWL,Newell Brands,Consumer Discretionary,0.6419789730870522,0.6704621688194018,0.5197390950614321,0.8152925877478456,1.615759815115703
NEM,Newmont Corporation,Materials,0.017750339343583967,0.9005052342021502,0.036569567051788016,0.5568465831130022,0.8334427617448837
NWSA,News Corp. Class A,Communication Services,0.30978841330815915,0.4892894130829777,0.34182941866109745,0.4155291959187347,0.9478644705724126
NWS,News Corp. Class B,Communication Services,0.24938489678802955,0.3120048121909986,0.5212898347985888,0.2463735567667721,0.8023452497510546
NEE,NextEra Energy,Utilities,0.2746424001400741,0.32667926232481626,0.2790504923491137,0.32679112176614183,0.7408804664718449
NLSN,Nielsen Holdings,Industrials,2.025525517613011,1.6335589421731032,0.7326561030143223,2.2398235862779594,4.207291904524732
NKE,Nike Inc.,Consumer Discretionary,0.36199206427225694,0.555818985711817,0.27548014910037394,0.5808897522692864,1.0630723545015017
NI,NiSource Inc.,Utilities,0.34918028809113044,0.14561703326131747,0.09960014708507488,0.4516433012051145,0.6364052752781244
NBL,Noble Energy,Energy,0.33040913593165233,0.20234951415164887,0.16579322918644246,0.2519000883394407,0.6305204369328599
NSC,Norfolk Southern Corp.,Industrials,1.8756818357072909,0.465427405306028,0.4429668435680653,0.2428830381720457,2.495829352657157
NTRS,Northern Trust Corp.,Financials,0.24853245090561316,0.419712034725568,0.4619611245897837,0.2891343361772469,0.8600517383615767
NOC,Northrop Grumman,Industrials,0.4989916660222695,1.2821071086157048,0.9008494690669122,0.2723255053153845,1.9285890281813343
NLOK,NortonLifeLock,Information Technology,0.3132717479741461,0.5777723355596011,1.5685052854347783,1.8255086098497608,2.0496176085381843
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,0.4727335882756221,0.3119330159111656,0.23684160041702115,0.5717651494161565,0.9810370444467955
NRG,NRG Energy,Utilities,0.14207485315692892,0.3359391901241,0.25452989411921234,0.11018622720890787,0.5375531014660774
NUE,Nucor Corp.,Materials,0.6584813999276571,0.2121261525040945,1.126948337095201,1.063435279271034,1.6894744590094337
NVDA,Nvidia Corporation,Information Technology,2.0045979477987017,0.5529842745381219,0.5855212476287333,0.3074051983955781,2.7766691233084275
NVR,NVR Inc.,Consumer Discretionary,0.23937365977929334,0.6605298481646295,0.2845700254325453,0.3996668810023983,0.9639296305115261
ORLY,O'Reilly Automotive,Consumer Discretionary,0.7741540733337918,0.5547065964107806,0.5243829077762078,0.7092519700998609,1.6374157357394004
OXY,Occidental Petroleum,Energy,0.3199746170200293,0.4340512972148573,0.14679472278106567,0.225309316370702,0.7648006813721728
ODFL,Old Dominion Freight Line,Industrials,0.18066482130016212,0.1167190468195865,0.4832807279798694,0.7802103697125315,0.7380716289775667
OMC,Omnicom Group,Communication Services,0.34077414591603755,0.4810919817199184,0.4418666593594358,0.5760274779206909,1.0712801061759056
OKE,ONEOK,Energy,0.04865348601687058,0.3442933862571175,0.4956573241110216,0.08648937392987632,0.5634343306313264
ORCL,Oracle Corp.,Information Technology,0.5382304837796423,0.2780807030140764,0.6483887784214868,1.403728843109347,1.4782000180330432
OTIS,Otis Worldwide,Industrials,0.06698936645856207,0.1567123014758941,0.33822573461545496,0.2132037532705568,0.40976197078058246
PCAR,PACCAR Inc.,Industrials,0.0858218716932096,0.5321696132724221,0.016340907413473715,0.8236551183413812,0.7136075901930562
PKG,Packaging Corporation of America,Materials,0.18971590184498632,0.8307868854050948,0.5712033597599693,2.0175706848755186,1.6621396069711927
PH,Parker-Hannifin,Industrials,0.468268221243533,0.08100332466828561,0.7971975654904426,0.2935139275625362,1.0116235095253152
PAYX,Paychex Inc.,Information Technology,0.1705427500752057,0.9008712299617668,0.6189621162429628,1.0103214470268986,1.4137301032779934
PAYC,Paycom,Information Technology,0.9669819935887364,0.4877703627753449,0.2457071635772545,2.0198627763943344,2.037233662238405
PYPL,PayPal,Information Technology,0.5879066646702703,0.36162056976253204,0.7301482788217435,0.6399486334086464,1.3980997929375083
PNR,Pentair plc,Industrials,0.2652350869982281,0.15853561093885732,0.12240821917162685,0.1902356679904976,0.49448482463839094
PBCT,People's United Financial,Financials,0.1959927405640249,1.1328975537915789,0.15369883221458033,0.03976586045514019,1.0778002024619624
PEP,PepsiCo Inc.,Consumer Staples,0.33413377004643585,0.4054266908338725,0.3816508821094859,0.3783451624836371,0.9222614434299807
PKI,PerkinElmer,Health Care,0.5784900726972679,0.22996710374937426,0.7780816273661431,0.4885723319380934,1.2750795585863295
PRGO,Perrigo,Health Care,0.3635106608147388,1.2619157193803172,0.4439761383290818,1.1473700602479966,1.8130507516199006
PFE,Pfizer Inc.,Health Care,0.8338202554150231,1.0997154852949174,0.3741442786074157,0.8442386119405468,2.0439648180073373
PM,Philip Morris International,Consumer Staples,0.3525955394524899,0.39579639687594864,0.3967940123904009,0.3362581702125161,0.9289274745246091
PSX,Phillips 66,Energy,0.2724401312609772,0.24713441070114525,0.3172212982021856,0.10155890478726863,0.6345125392890523
PNW,Pinnacle West Capital,Utilities,0.19557607507644045,0.17979042790006974,0.5368803793750455,0.4188406480994769,0.715521758723855
PXD,Pioneer Natural Resources,Energy,0.16431896367750182,0.22498522797695253,0.2909834906830329,0.3189214479413193,0.5629768029852809
PNC,PNC Financial Services,Financials,0.12642143231665715,0.8057250266612528,0.33260763674164084,0.6627366116830488,1.055553752855269
PPG,PPG Industries,Materials,0.300057551720032,0.3352833603457649,0.7969649975518587,0.17044503424037066,0.984371913010108
PPL,PPL Corp.,Utilities,0.31636354806908745,0.3024793582736443,0.19984403992716948,0.030556712275958905,0.6371881325070109
PFG,Principal Financial Group,Financials,0.5341407043434699,1.0544395164243052,0.4728468340327966,0.2646342843643841,1.588062068166197
PG,Procter & Gamble,Consumer Staples,0.2740760564016964,0.5953794022147705,0.7055225456826931,0.2839766378558253,1.1287959021501297
PGR,Progressive Corp.,Financials,0.21678132857140495,1.044905508451802,0.3616548127111623,0.2408083880623191,1.201285107261943
PLD,Prologis,Real Estate,0.4284025556705135,0.5101537382400184,0.3331601800882801,0.4107314409588379,1.0753096947703178
PRU,Prudential Financial,Financials,0.18585676408544607,0.4865643321135326,0.31041396885510497,0.3664203899498082,0.7915848979774139
PEG,Public Service Enterprise Group (PSEG),Utilities,0.4641546477831578,0.1147584682796651,0.30389137781947057,0.21863610048098486,0.762022094632954
PSA,Public Storage,Real Estate,0.35949564364335285,0.6067340392706319,0.3998194827206429,0.3437797136101777,1.08725312657617
PHM,PulteGroup,Consumer Discretionary,0.4452617046196416,0.4295108307578096,0.07615035451771951,0.7657729605767842,1.0137263515820032
PVH,PVH Corp.,Consumer Discretionary,0.27029033135636993,0.753577002499665,0.3709444318690491,0.22565608329820736,1.0509632740301222
QRVO,Qorvo,Information Technology,0.09082148451694193,1.31364520618811,0.06423572213062909,0.7541584194910775,1.2687385157612567
QCOM,QUALCOMM Inc.,Information Technology,1.8980134308572119,0.2897244158894138,0.4069537406747684,0.5600237459314937,2.4723045160966337
PWR,Quanta Services Inc.,Industrials,0.7449186656285058,0.37111314376519217,1.849304385754578,0.3827257388090271,2.0441677807841376
DGX,Quest Diagnostics,Health Care,0.08881878185320402,0.2918302533680638,0.8021842406627262,0.6844862660594888,0.8995379593600583
RL,Ralph Lauren Corporation,Consumer Discretionary,0.7438680512960705,0.5638878365394762,0.5287883975974716,0.5791862907125431,1.5767396228862027
RJF,Raymond James Financial Inc.,Financials,0.13493654411766284,0.19081942508654687,0.3177784698594444,0.15780343207661246,0.47474040623095154
RTX,Raytheon Technologies,Industrials,0.7353715467947429,1.6062275347577362,0.08269458781958575,1.1675639756352396,2.251347307725523
O,Realty Income Corporation,Real Estate,0.42466428800062855,0.4252811069112639,0.3596399385880239,0.4011855349655887,1.0225366926222017
REG,Regency Centers Corporation,Real Estate,0.4520055419296502,0.3444149233193925,0.30834637825035394,0.3687465600798019,0.9578931454023425
REGN,Regeneron Pharmaceuticals,Health Care,0.4124750034655453,0.8090609239630828,0.23533463235068536,0.9917405987448866,1.394007146038512
RF,Regions Financial Corp.,Financials,1.2677401667796155,0.38545907508669497,0.7721756681126483,0.16368878591419067,1.9727559891708832
RSG,Republic Services Inc,Industrials,1.1663065816027405,0.6499251133836166,0.07052991100747208,0.18224216814198527,1.7111917669176038
RMD,ResMed,Health Care,1.0549609658086307,0.1405599854848263,0.4556727474406556,1.44201649394571,1.81379427755205
RHI,Robert Half International,Industrials,0.19606125105650085,0.28746122696630105,0.5100632494971893,0.4007192591851352,0.7725315124370469
ROK,Rockwell Automation Inc.,Industrials,0.6239909509368029,0.2502684544375031,0.7879494383809289,0.15254210683487565,1.238916220283982
ROL,Rollins Inc.,Industrials,1.155151463247291,0.8765020266894543,0.3059359803631838,0.6548898070018505,2.118137814212056
ROP,Roper Technologies,Industrials,0.680501990395169,0.05249036699096188,0.5167395347535703,0.11797145389633075,1.0110064508345267
ROST,Ross Stores,Consumer Discretionary,0.6432050865627521,0.7987669702206182,0.6764389597408246,0.7935010011987503,1.7786117459472222
RCL,Royal Caribbean Group,Consumer Discretionary,0.5355327798813022,0.4221985048603648,0.5060884855537724,0.9152208241623538,1.3586822233091498
SPGI,S&P Global Inc.,Financials,0.8480376687842879,0.406587699951229,0.1974645944319441,0.3385044127212671,1.3329326797825003
CRM,Salesforce.com,Information Technology,0.4579602885395125,1.2617117418173145,0.3642876419280297,1.534844303613435,1.983755619859678
SBAC,SBA Communications,Real Estate,0.3767564379315641,0.4100228618516351,0.3870225333284839,0.4936026175983984,1.00536449317147
SLB,Schlumberger Ltd.,Energy,0.39540910244184857,0.2455132494971612,0.27015263890946234,0.2278540905975797,0.7707009237238666
STX,Seagate Technology,Information Technology,0.2815737118617944,0.9185380439350692,0.19394729172286765,1.159615557953914,1.3694086558639509
SEE,Sealed Air,Materials,1.0915715814062297,0.27919348882993245,1.0252074950004022,0.3835142295461935,1.9146650399512417
SRE,Sempra Energy,Utilities,0.20047994141203326,0.5074279214422014,0.5055624331494312,0.10028953305370522,0.8385475629124014
NOW,ServiceNow,Information Technology,0.2769424505279349,0.7368415386684259,0.4498098826221666,0.6672589391861456,1.21781415066276
SHW,Sherwin-Williams,Materials,0.6766040370757738,0.3847274251617796,0.5726873466797989,0.3730340969724191,1.3441671371206447
SPG,Simon Property Group Inc,Real Estate,0.3067070884579056,0.16139549078979112,0.3559316231868048,0.2619623405725531,0.6762384457759277
SWKS,Skyworks Solutions,Information Technology,0.4020877803815046,0.3134122010718109,0.1861456686065444,0.4794974843391218,0.8583984007367809
SLG,SL Green Realty,Real Estate,0.163539316260467,0.1787544972765842,0.30402102338757153,0.23261851878649964,0.5104635316838116
SNA,Snap-on,Industrials,0.590000334758757,0.265631884705036,0.8430139647373345,0.5887601151492607,1.3740776709657276
SO,Southern Company,Utilities,0.01956755737128274,0.18003559142631104,0.4659286404461556,0.30539826122436337,0.47017626996008727
LUV,Southwest Airlines,Industrials,0.8548958751938807,0.6328324871023498,0.6205475734794907,0.31859963448172496,1.7037322932497885
SWK,Stanley Black & Decker,Industrials,0.5268067566244251,1.7227553469045558,0.5907258798242035,0.8082461577322664,2.2705722866893963
SBUX,Starbucks Corp.,Consumer Discretionary,0.5561066782449103,0.23308508384355525,0.6816703699489077,0.8558684251488031,1.3168619494544938
STT,State Street Corp.,Financials,0.09594869658507166,0.3657651795682129,0.5882668145826224,0.005559600153395544,0.6477856096201505
STE,STERIS plc,Health Care,1.331249981334968,0.08918648121754336,0.24319649706011304,1.346980813397867,1.919373010736665
SYK,Stryker Corp.,Health Care,0.5174050928802687,0.28328470593768,1.079405699048131,1.3250695053879933,1.6529280881771082
SIVB,SVB Financial,Financials,0.7964324106358251,0.220613360735019,0.4627974845025095,0.018020505080439425,1.187666656925725
SYF,Synchrony Financial,Financials,0.7296682069570162,0.08307629290962397,0.07026988131589154,0.3956961407831857,0.9416653948866543
SNPS,Synopsys Inc.,Information Technology,0.7802885325172683,0.13568675545950604,0.6099960429487414,0.7782832929153435,1.4137522706878962
SYY,Sysco Corp.,Consumer Staples,0.3674410897505009,0.43851784198034893,0.4463633809550319,0.32177172679146504,0.9941167876517005
TMUS,T-Mobile US,Communication Services,0.28500106929159585,0.4370521217501053,0.3181349072509273,0.5118887746731093,0.903571640544066
TROW,T. Rowe Price Group,Financials,0.5981890633913435,0.4325457740557325,0.0529880192538357,0.033666900239994774,0.9375651849292724
TTWO,Take-Two Interactive,Communication Services,0.3155519832577577,0.23798532568723746,0.3801417423855241,0.38444842772941856,0.7875471107504115
TPR,Tapestry Inc.,Consumer Discretionary,0.8330193921727529,0.6106320542819103,0.4075383349609668,0.7148616871847319,1.678689503805993
TGT,Target Corp.,Consumer Discretionary,0.651613749865991,0.4041058433790741,0.36461954747227704,0.15222754517739867,1.1624658775207009
TEL,TE Connectivity Ltd.,Information Technology,0.4665212577212618,1.1870211419381431,0.8666720665716071,0.44664001781080603,1.8647640957070073
FTI,TechnipFMC,Energy,0.2351176820369064,0.2562676792721977,0.4206853569553281,0.3499885477328828,0.7298443003249736
TDY,Teledyne Technologies,Industrials,0.11391812730656785,0.6298144618998822,0.08903268869434318,1.490416227536321,1.0464294632445532
TFX,Teleflex,Health Care,0.040977576255672665,0.3162530268262441,0.7193529686959586,0.2792595049296056,0.7058090308609045
TXN,Texas Instruments,Information Technology,1.0323602416404398,0.444875668303641,0.526956437965517,0.9110145693982608,1.880555799255225
